WARNING *** file size (719348) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13
"City of Chicago, Illinois",,,,,,,,,District Canvass,,,
RunOff & Suppl Aldermanic,,,,,,,,,"April 2, 2019",,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,"1     Mayor
2     Treasurer",,,,,,,,,,
,,,,,,,1,1,,,2,2
ward_precinct,,Registered,Ballots Cast,Turnout (%),,,LORI LIGHTFOOT,TONI PRECKWINKLE,,,MELISSA CONYEARS-ERVIN,AMEYA PAWAR
Ward 11 Precinct 15,Total,378,120,31.75,,,104,14,,,71,39
Ward 11 Precinct 17,Total,926,316,34.13,,,236,79,,,150,153
Ward 11 Precinct 18,Total,808,222,27.48,,,162,59,,,130,81
Ward 11 Precinct 19,Total,1077,312,28.97,,,220,91,,,129,159
Ward 11 Precinct 21,Total,926,399,43.09,,,298,95,,,228,144
Ward 11 Precinct 22,Total,1080,292,27.04,,,220,70,,,129,142
Ward 11 Precinct 23,Total,443,177,39.95,,,140,33,,,101,68
Ward 11 Precinct 24,Total,792,363,45.83,,,272,88,,,241,99
Ward 11 Precinct 25,Total,909,352,38.72,,,277,75,,,155,178
Ward 11 Precinct 26,Total,901,340,37.74,,,245,92,,,187,132
Ward 11 Precinct 27,Total,493,77,15.62,,,55,22,,,31,43
Ward 11 Precinct 28,Total,469,117,24.95,,,92,25,,,75,41
Ward 11 Precinct 29,Total,861,332,38.56,,,264,67,,,205,102
Ward 11 Precinct 30,Total,629,113,17.97,,,83,30,,,62,43
Ward 11 Precinct 31,Total,804,287,35.70,,,237,47,,,152,121
Ward 11 Precinct 32,Total,369,144,39.02,,,104,39,,,74,61
Ward 11 Precinct 33,Total,879,278,31.63,,,222,56,,,128,129
Ward 11 Precinct 34,Total,338,128,37.87,,,77,47,,,85,28
Ward 11 Precinct 35,Total,225,84,37.33,,,58,26,,,47,28
Ward 11 Precinct 36,Total,452,98,21.68,,,60,37,,,48,42
Ward 11 Precinct 38,Total,471,116,24.63,,,82,34,,,54,57
,,,,,,,,,,,,
Ward 11,Total,25780,7889,30.60,,,5872,1972,,,4181,3260
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 12 Precinct 01,Total,759,213,28.06,,,159,52,,,93,109
Ward 12 Precinct 02,Total,743,153,20.59,,,121,31,,,86,50
Ward 12 Precinct 03,Total,932,294,31.55,,,198,96,,,119,162
Ward 12 Precinct 04,Total,802,210,26.18,,,149,61,,,96,105
Ward 12 Precinct 05,Total,804,202,25.12,,,159,42,,,108,81
Ward 12 Precinct 06,Total,980,180,18.37,,,147,33,,,87,85
Ward 12 Precinct 09,Total,740,162,21.89,,,124,36,,,80,74
Ward 12 Precinct 10,Total,985,174,17.66,,,116,58,,,88,80
Ward 12 Precinct 11,Total,924,162,17.53,,,131,30,,,91,67
Ward 12 Precinct 13,Total,935,195,20.86,,,148,43,,,110,75
Ward 12 Precinct 15,Total,886,111,12.53,,,91,19,,,55,48
Ward 12 Precinct 16,Total,938,100,10.66,,,72,26,,,58,33
Ward 12 Precinct 17,Total,935,170,18.18,,,125,44,,,65,99
Ward 12 Precinct 19,Total,821,190,23.14,,,143,47,,,93,87
Ward 12 Precinct 20,Total,1085,153,14.10,,,117,36,,,80,69
Ward 12 Precinct 21,Total,906,193,21.30,,,143,48,,,93,90
Ward 12 Precinct 22,Total,950,130,13.68,,,89,41,,,56,69
Ward 12 Precinct 23,Total,826,214,25.91,,,163,50,,,105,93
,,,,,,,,,,,,
Ward 12,Total,15951,3206,20.10,,,2395,793,,,1563,1476
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 13 Precinct 01,Total,518,196,37.84,,,158,37,,,123,66
Ward 13 Precinct 02,Total,463,196,42.33,,,166,28,,,106,70
Ward 13 Precinct 04,Total,664,208,31.33,,,175,33,,,122,74
Ward 13 Precinct 06,Total,507,222,43.79,,,197,24,,,134,84
Ward 13 Precinct 07,Total,525,109,20.76,,,91,18,,,81,25
Ward 13 Precinct 08,Total,472,153,32.42,,,127,24,,,84,61
Ward 13 Precinct 09,Total,669,172,25.71,,,138,34,,,99,62
Ward 13 Precinct 11,Total,624,208,33.33,,,187,21,,,131,62
Ward 13 Precinct 12,Total,628,157,25.00,,,112,45,,,93,59
Ward 13 Precinct 13,Total,578,203,35.12,,,176,25,,,126,69
Ward 13 Precinct 14,Total,654,147,22.48,,,124,23,,,81,56
Ward 13 Precinct 15,Total,817,218,26.68,,,167,49,,,136,76
Ward 13 Precinct 16,Total,492,94,19.11,,,74,20,,,55,37
Ward 13 Precinct 17,Total,568,167,29.40,,,142,24,,,111,50
Ward 13 Precinct 18,Total,505,163,32.28,,,137,26,,,110,49
Ward 13 Precinct 19,Total,838,132,15.75,,,106,26,,,84,41
Ward 13 Precinct 20,Total,403,151,37.47,,,137,13,,,108,38
Ward 13 Precinct 22,Total,638,226,35.42,,,203,23,,,131,85
Ward 13 Precinct 23,Total,527,117,22.20,,,97,20,,,68,47
Ward 13 Precinct 24,Total,594,157,26.43,,,137,18,,,91,52
Ward 13 Precinct 25,Total,639,163,25.51,,,142,19,,,89,65
Ward 13 Precinct 26,Total,682,160,23.46,,,141,19,,,102,53
Ward 13 Precinct 28,Total,527,121,22.96,,,104,17,,,83,33
Ward 13 Precinct 29,Total,506,135,26.68,,,107,28,,,83,46
Ward 13 Precinct 30,Total,491,102,20.77,,,80,22,,,64,35
Ward 13 Precinct 31,Total,652,241,36.96,,,218,22,,,147,76
Ward 13 Precinct 32,Total,506,191,37.75,,,164,27,,,111,70
Ward 13 Precinct 33,Total,536,219,40.86,,,192,25,,,155,56
Ward 13 Precinct 34,Total,711,164,23.07,,,132,32,,,102,54
Ward 13 Precinct 35,Total,556,159,28.60,,,133,25,,,101,50
Ward 13 Precinct 36,Total,427,97,22.72,,,86,11,,,63,30
Ward 13 Precinct 39,Total,607,160,26.36,,,131,28,,,101,54
Ward 13 Precinct 41,Total,718,174,24.23,,,140,33,,,109,56
Ward 13 Precinct 43,Total,599,183,30.55,,,154,28,,,110,66
Ward 13 Precinct 45,Total,685,222,32.41,,,188,32,,,151,55
Ward 13 Precinct 46,Total,775,178,22.97,,,143,34,,,108,67
Ward 13 Precinct 47,Total,725,140,19.31,,,113,24,,,89,47
Ward 13 Precinct 48,Total,483,182,37.68,,,161,20,,,102,72
,,,,,,,,,,,,
Ward 13,Total,22509,6387,28.38,,,5380,977,,,3944,2148
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 14 Precinct 01,Total,727,328,45.12,,,301,27,,,224,88
Ward 14 Precinct 02,Total,979,222,22.68,,,183,36,,,130,82
Ward 14 Precinct 03,Total,810,133,16.42,,,103,30,,,81,48
Ward 14 Precinct 05,Total,1154,176,15.25,,,133,43,,,107,60
Ward 14 Precinct 06,Total,385,64,16.62,,,51,12,,,37,25
Ward 14 Precinct 07,Total,957,185,19.33,,,148,36,,,114,65
Ward 14 Precinct 08,Total,916,176,19.21,,,139,37,,,93,73
Ward 14 Precinct 10,Total,558,99,17.74,,,79,17,,,57,38
Ward 14 Precinct 11,Total,465,72,15.48,,,59,12,,,33,38
Ward 14 Precinct 12,Total,780,174,22.31,,,149,25,,,91,80
Ward 14 Precinct 15,Total,836,133,15.91,,,112,21,,,72,55
Ward 14 Precinct 16,Total,597,127,21.27,,,88,38,,,53,70
Ward 14 Precinct 17,Total,667,128,19.19,,,105,22,,,74,48
Ward 14 Precinct 18,Total,321,74,23.05,,,58,15,,,46,23
Ward 14 Precinct 20,Total,620,83,13.39,,,69,14,,,45,36
Ward 14 Precinct 21,Total,736,121,16.44,,,91,30,,,62,52
Ward 14 Precinct 22,Total,1005,225,22.39,,,187,38,,,134,81
Ward 14 Precinct 23,Total,625,163,26.08,,,132,31,,,99,59
Ward 14 Precinct 24,Total,737,291,39.48,,,250,39,,,169,112
Ward 14 Precinct 25,Total,488,84,17.21,,,69,14,,,55,25
Ward 14 Precinct 27,Total,760,165,21.71,,,129,34,,,95,58
Ward 14 Precinct 28,Total,618,110,17.80,,,86,24,,,65,38
Ward 14 Precinct 29,Total,631,125,19.81,,,99,26,,,80,40
Ward 14 Precinct 30,Total,495,70,14.14,,,60,10,,,40,27
Ward 14 Precinct 31,Total,443,85,19.19,,,70,15,,,46,35
,,,,,,,,,,,,
Ward 14,Total,17310,3613,20.87,,,2950,646,,,2102,1356
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 15 Precinct 01,Total,857,266,31.04,,,205,56,,,133,112
Ward 15 Precinct 03,Total,588,169,28.74,,,122,44,,,144,15
Ward 15 Precinct 04,Total,890,238,26.74,,,160,72,,,122,96
Ward 15 Precinct 08,Total,821,240,29.23,,,179,54,,,138,78
Ward 15 Precinct 10,Total,1091,335,30.71,,,261,63,,,173,136
Ward 15 Precinct 11,Total,994,269,27.06,,,190,74,,,160,93
Ward 15 Precinct 14,Total,886,199,22.46,,,154,41,,,99,88
Ward 15 Precinct 16,Total,929,254,27.34,,,186,63,,,164,71
Ward 15 Precinct 17,Total,645,190,29.46,,,135,53,,,157,22
Ward 15 Precinct 19,Total,806,191,23.70,,,137,52,,,131,49
Ward 15 Precinct 20,Total,650,183,28.15,,,115,67,,,162,12
Ward 15 Precinct 22,Total,732,170,23.22,,,124,45,,,151,14
Ward 15 Precinct 23,Total,654,178,27.22,,,132,44,,,153,16
Ward 15 Precinct 24,Total,631,166,26.31,,,129,36,,,139,18
,,,,,,,,,,,,
Ward 15,Total,11174,3048,27.28,,,2229,764,,,2026,820
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 16 Precinct 01,Total,962,180,18.71,,,126,54,,,107,69
Ward 16 Precinct 02,Total,759,176,23.19,,,126,46,,,145,21
Ward 16 Precinct 05,Total,673,113,16.79,,,80,33,,,95,9
Ward 16 Precinct 06,Total,689,186,27.00,,,134,52,,,152,22
Ward 16 Precinct 07,Total,708,166,23.45,,,116,46,,,133,28
Ward 16 Precinct 09,Total,725,182,25.10,,,115,66,,,156,16
Ward 16 Precinct 11,Total,763,149,19.53,,,113,36,,,101,44
Ward 16 Precinct 12,Total,704,133,18.89,,,88,44,,,105,19
Ward 16 Precinct 13,Total,784,111,14.16,,,75,36,,,81,26
Ward 16 Precinct 14,Total,597,153,25.63,,,105,48,,,126,19
Ward 16 Precinct 16,Total,632,210,33.23,,,149,59,,,155,29
Ward 16 Precinct 18,Total,761,192,25.23,,,118,73,,,154,28
Ward 16 Precinct 19,Total,687,162,23.58,,,112,50,,,133,23
Ward 16 Precinct 20,Total,559,95,16.99,,,71,23,,,75,12
Ward 16 Precinct 21,Total,702,160,22.79,,,110,47,,,131,21
Ward 16 Precinct 23,Total,905,134,14.81,,,101,33,,,99,31
Ward 16 Precinct 24,Total,383,116,30.29,,,84,28,,,89,19
Ward 16 Precinct 25,Total,755,224,29.67,,,147,76,,,179,32
Ward 16 Precinct 26,Total,611,183,29.95,,,124,58,,,152,21
Ward 16 Precinct 27,Total,629,150,23.85,,,110,39,,,116,21
Ward 16 Precinct 28,Total,583,208,35.68,,,146,61,,,167,28
Ward 16 Precinct 29,Total,691,162,23.44,,,101,61,,,134,19
Ward 16 Precinct 30,Total,590,152,25.76,,,104,47,,,111,29
Ward 16 Precinct 32,Total,849,125,14.72,,,90,34,,,78,45
Ward 16 Precinct 34,Total,622,154,24.76,,,102,47,,,124,20
Ward 16 Precinct 35,Total,953,187,19.62,,,142,44,,,126,45
,,,,,,,,,,,,
Ward 16,Total,18276,4163,22.78,,,2889,1241,,,3224,696
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 17 Precinct 02,Total,768,215,27.99,,,160,55,,,182,19
Ward 17 Precinct 03,Total,793,218,27.49,,,163,53,,,180,26
Ward 17 Precinct 05,Total,594,166,27.95,,,110,55,,,134,23
Ward 17 Precinct 06,Total,806,159,19.73,,,123,36,,,132,24
Ward 17 Precinct 07,Total,830,128,15.42,,,95,32,,,90,33
Ward 17 Precinct 08,Total,717,177,24.69,,,135,41,,,146,22
Ward 17 Precinct 09,Total,582,175,30.07,,,111,64,,,155,18
Ward 17 Precinct 11,Total,599,152,25.38,,,104,48,,,125,21
Ward 17 Precinct 13,Total,721,205,28.43,,,137,68,,,172,22
Ward 17 Precinct 14,Total,871,217,24.91,,,148,69,,,157,50
Ward 17 Precinct 15,Total,816,228,27.94,,,148,78,,,191,28
Ward 17 Precinct 16,Total,818,158,19.32,,,110,47,,,123,33
Ward 17 Precinct 17,Total,790,197,24.94,,,145,52,,,165,26
Ward 17 Precinct 19,Total,600,109,18.17,,,79,29,,,93,11
Ward 17 Precinct 20,Total,780,278,35.64,,,195,83,,,245,28
Ward 17 Precinct 22,Total,726,202,27.82,,,139,63,,,157,36
Ward 17 Precinct 23,Total,552,144,26.09,,,94,47,,,115,14
Ward 17 Precinct 26,Total,835,241,28.86,,,162,77,,,212,19
Ward 17 Precinct 27,Total,755,204,27.02,,,144,59,,,168,22
Ward 17 Precinct 29,Total,701,212,30.24,,,153,58,,,184,19
Ward 17 Precinct 30,Total,728,113,15.52,,,88,25,,,84,24
Ward 17 Precinct 31,Total,609,132,21.67,,,82,50,,,101,26
Ward 17 Precinct 32,Total,673,158,23.48,,,113,45,,,126,24
Ward 17 Precinct 36,Total,682,223,32.70,,,149,73,,,183,32
Ward 17 Precinct 37,Total,673,191,28.38,,,131,58,,,167,17
Ward 17 Precinct 38,Total,865,185,21.39,,,128,57,,,154,22
Ward 17 Precinct 39,Total,683,237,34.70,,,153,81,,,182,39
Ward 17 Precinct 41,Total,771,266,34.50,,,181,85,,,234,24
,,,,,,,,,,,,
Ward 17,Total,20338,5290,26.01,,,3680,1588,,,4357,702
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 18 Precinct 01,Total,658,192,29.18,,,139,52,,,177,14
Ward 18 Precinct 02,Total,753,154,20.45,,,120,33,,,112,38
Ward 18 Precinct 03,Total,625,204,32.64,,,160,43,,,143,53
Ward 18 Precinct 04,Total,669,283,42.30,,,212,70,,,238,40
Ward 18 Precinct 06,Total,595,210,35.29,,,172,36,,,128,72
Ward 18 Precinct 07,Total,773,216,27.94,,,161,53,,,184,26
Ward 18 Precinct 08,Total,661,284,42.97,,,193,90,,,251,27
Ward 18 Precinct 09,Total,594,259,43.60,,,185,73,,,223,27
Ward 18 Precinct 10,Total,765,353,46.14,,,244,109,,,316,33
Ward 18 Precinct 11,Total,633,183,28.91,,,142,41,,,153,29
Ward 18 Precinct 12,Total,653,253,38.74,,,171,81,,,212,32
Ward 18 Precinct 13,Total,693,258,37.23,,,183,75,,,218,29
Ward 18 Precinct 15,Total,823,227,27.58,,,176,48,,,171,46
Ward 18 Precinct 17,Total,740,209,28.24,,,153,56,,,173,32
Ward 18 Precinct 18,Total,565,233,41.24,,,153,77,,,202,25
Ward 18 Precinct 20,Total,547,196,35.83,,,138,57,,,170,18
Ward 18 Precinct 21,Total,749,322,42.99,,,227,93,,,264,45
Ward 18 Precinct 23,Total,701,219,31.24,,,155,64,,,180,36
Ward 18 Precinct 24,Total,749,172,22.96,,,149,20,,,109,54
Ward 18 Precinct 25,Total,716,198,27.65,,,158,39,,,124,64
Ward 18 Precinct 26,Total,692,316,45.66,,,221,95,,,287,27
Ward 18 Precinct 27,Total,629,181,28.78,,,126,55,,,149,24
Ward 18 Precinct 28,Total,698,219,31.38,,,189,28,,,155,52
Ward 18 Precinct 29,Total,748,271,36.23,,,201,69,,,220,44
Ward 18 Precinct 30,Total,847,188,22.20,,,146,41,,,123,59
Ward 18 Precinct 32,Total,666,261,39.19,,,174,87,,,234,23
Ward 18 Precinct 33,Total,606,200,33.00,,,139,61,,,175,19
Ward 18 Precinct 34,Total,683,347,50.81,,,248,97,,,303,35
Ward 18 Precinct 35,Total,674,320,47.48,,,219,99,,,285,31
Ward 18 Precinct 36,Total,717,229,31.94,,,174,55,,,189,36
Ward 18 Precinct 37,Total,714,284,39.78,,,184,96,,,240,38
Ward 18 Precinct 40,Total,757,235,31.04,,,178,55,,,162,66
Ward 18 Precinct 41,Total,706,306,43.34,,,219,85,,,259,39
Ward 18 Precinct 43,Total,599,138,23.04,,,117,20,,,88,44
Ward 18 Precinct 44,Total,675,198,29.33,,,170,28,,,143,50
Ward 18 Precinct 45,Total,751,153,20.37,,,122,31,,,115,33
Ward 18 Precinct 46,Total,790,197,24.94,,,165,31,,,134,56
Ward 18 Precinct 47,Total,568,154,27.11,,,119,35,,,127,25
Ward 18 Precinct 48,Total,591,194,32.83,,,141,53,,,170,19
Ward 18 Precinct 49,Total,564,137,24.29,,,119,18,,,113,19
,,,,,,,,,,,,
Ward 18,Total,27337,9153,33.48,,,6762,2349,,,7419,1479
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 19 Precinct 01,Total,575,310,53.91,,,292,16,,,175,118
Ward 19 Precinct 02,Total,802,460,57.36,,,344,113,,,320,123
Ward 19 Precinct 04,Total,764,360,47.12,,,338,20,,,240,107
Ward 19 Precinct 05,Total,658,373,56.69,,,292,80,,,242,116
Ward 19 Precinct 06,Total,710,343,48.31,,,316,27,,,216,109
Ward 19 Precinct 07,Total,591,300,50.76,,,272,28,,,171,108
Ward 19 Precinct 08,Total,778,338,43.44,,,319,17,,,222,86
Ward 19 Precinct 10,Total,732,400,54.64,,,291,107,,,216,169
Ward 19 Precinct 11,Total,678,316,46.61,,,288,20,,,202,82
Ward 19 Precinct 12,Total,565,264,46.73,,,255,7,,,186,54
Ward 19 Precinct 13,Total,742,375,50.54,,,222,152,,,312,56
Ward 19 Precinct 14,Total,761,367,48.23,,,287,78,,,212,137
Ward 19 Precinct 17,Total,575,287,49.91,,,269,18,,,167,106
Ward 19 Precinct 18,Total,558,325,58.24,,,265,60,,,182,129
Ward 19 Precinct 19,Total,787,420,53.37,,,343,77,,,242,161
Ward 19 Precinct 20,Total,567,254,44.80,,,179,75,,,185,64
Ward 19 Precinct 21,Total,730,287,39.32,,,266,18,,,185,90
Ward 19 Precinct 22,Total,651,370,56.84,,,303,65,,,186,164
Ward 19 Precinct 23,Total,656,355,54.12,,,329,23,,,212,123
Ward 19 Precinct 24,Total,471,253,53.72,,,239,13,,,160,77
Ward 19 Precinct 25,Total,613,318,51.88,,,260,56,,,164,135
Ward 19 Precinct 26,Total,633,335,52.92,,,291,44,,,155,156
Ward 19 Precinct 28,Total,734,360,49.05,,,256,103,,,285,64
Ward 19 Precinct 29,Total,764,312,40.84,,,292,18,,,208,86
Ward 19 Precinct 30,Total,640,292,45.63,,,275,17,,,183,95
Ward 19 Precinct 31,Total,565,316,55.93,,,267,48,,,161,142
Ward 19 Precinct 32,Total,588,305,51.87,,,271,33,,,183,103
Ward 19 Precinct 33,Total,702,308,43.87,,,292,13,,,199,88
Ward 19 Precinct 35,Total,550,305,55.45,,,248,55,,,172,122
Ward 19 Precinct 37,Total,599,337,56.26,,,246,89,,,207,115
Ward 19 Precinct 38,Total,606,289,47.69,,,207,81,,,203,79
Ward 19 Precinct 39,Total,308,95,30.84,,,66,28,,,73,18
Ward 19 Precinct 40,Total,665,340,51.13,,,278,61,,,198,120
Ward 19 Precinct 42,Total,494,260,52.63,,,198,62,,,170,82
Ward 19 Precinct 44,Total,773,338,43.73,,,321,16,,,211,104
Ward 19 Precinct 45,Total,668,329,49.25,,,295,32,,,202,103
Ward 19 Precinct 46,Total,644,369,57.30,,,349,19,,,222,127
Ward 19 Precinct 47,Total,893,485,54.31,,,350,133,,,360,111
Ward 19 Precinct 48,Total,910,341,37.47,,,246,94,,,279,53
Ward 19 Precinct 50,Total,602,283,47.01,,,258,23,,,181,84
Ward 19 Precinct 51,Total,685,376,54.89,,,349,23,,,208,143
Ward 19 Precinct 52,Total,811,338,41.68,,,321,15,,,216,94
Ward 19 Precinct 53,Total,596,283,47.48,,,249,33,,,166,101
Ward 19 Precinct 54,Total,593,256,43.17,,,243,13,,,173,62
Ward 19 Precinct 55,Total,592,270,45.61,,,251,19,,,193,58
Ward 19 Precinct 56,Total,610,378,61.97,,,303,74,,,216,146
Ward 19 Precinct 57,Total,495,262,52.93,,,201,61,,,156,104
,,,,,,,,,,,,
Ward 19,Total,30684,15237,49.66,,,12892,2277,,,9577,4874
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 20 Precinct 03,Total,672,211,31.40,,,142,67,,,173,29
Ward 20 Precinct 05,Total,908,264,29.07,,,177,86,,,196,54
Ward 20 Precinct 06,Total,471,109,23.14,,,76,33,,,86,18
Ward 20 Precinct 07,Total,950,219,23.05,,,156,60,,,176,37
Ward 20 Precinct 08,Total,703,261,37.13,,,173,86,,,206,42
Ward 20 Precinct 09,Total,881,381,43.25,,,231,148,,,283,81
Ward 20 Precinct 11,Total,965,315,32.64,,,203,110,,,251,51
Ward 20 Precinct 12,Total,690,165,23.91,,,122,42,,,137,23
Ward 20 Precinct 14,Total,360,144,40.00,,,93,50,,,108,31
Ward 20 Precinct 16,Total,750,283,37.73,,,158,121,,,198,72
Ward 20 Precinct 17,Total,725,137,18.90,,,100,36,,,89,38
Ward 20 Precinct 18,Total,608,166,27.30,,,114,50,,,128,30
Ward 20 Precinct 19,Total,837,242,28.91,,,168,73,,,186,48
Ward 20 Precinct 22,Total,791,359,45.39,,,206,151,,,266,82
Ward 20 Precinct 23,Total,894,248,27.74,,,170,78,,,197,41
Ward 20 Precinct 26,Total,693,253,36.51,,,137,116,,,169,75
Ward 20 Precinct 27,Total,477,132,27.67,,,89,41,,,106,19
Ward 20 Precinct 28,Total,524,160,30.53,,,113,46,,,134,24
Ward 20 Precinct 29,Total,851,293,34.43,,,172,117,,,230,50
Ward 20 Precinct 31,Total,919,276,30.03,,,195,80,,,210,54
Ward 20 Precinct 33,Total,496,153,30.85,,,100,53,,,124,25
Ward 20 Precinct 34,Total,872,352,40.37,,,173,175,,,191,138
Ward 20 Precinct 38,Total,335,87,25.97,,,58,27,,,74,8
Ward 20 Precinct 39,Total,65,19,29.23,,,13,6,,,18,
,,,,,,,,,,,,
Ward 20,Total,16437,5229,31.81,,,3339,1852,,,3936,1070
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 21 Precinct 01,Total,736,291,39.54,,,186,105,,,230,43
Ward 21 Precinct 02,Total,625,164,26.24,,,118,46,,,144,17
Ward 21 Precinct 04,Total,774,247,31.91,,,175,69,,,202,35
Ward 21 Precinct 05,Total,719,318,44.23,,,238,79,,,267,42
Ward 21 Precinct 06,Total,655,207,31.60,,,141,63,,,177,28
Ward 21 Precinct 07,Total,636,296,46.54,,,200,94,,,257,28
Ward 21 Precinct 08,Total,706,266,37.68,,,187,79,,,239,26
Ward 21 Precinct 09,Total,678,309,45.58,,,207,102,,,271,27
Ward 21 Precinct 10,Total,664,215,32.38,,,144,71,,,184,24
Ward 21 Precinct 11,Total,704,236,33.52,,,162,73,,,203,27
Ward 21 Precinct 13,Total,771,250,32.43,,,167,81,,,213,29
Ward 21 Precinct 14,Total,781,294,37.64,,,192,100,,,263,24
Ward 21 Precinct 15,Total,688,223,32.41,,,158,65,,,178,37
Ward 21 Precinct 16,Total,688,245,35.61,,,194,51,,,205,32
Ward 21 Precinct 17,Total,715,224,31.33,,,160,63,,,174,43
Ward 21 Precinct 18,Total,744,303,40.73,,,219,80,,,268,25
Ward 21 Precinct 19,Total,757,270,35.67,,,184,84,,,227,33
Ward 21 Precinct 20,Total,669,215,32.14,,,156,57,,,183,27
Ward 21 Precinct 23,Total,654,239,36.54,,,158,78,,,219,18
Ward 21 Precinct 24,Total,718,263,36.63,,,169,94,,,232,25
Ward 21 Precinct 25,Total,621,244,39.29,,,164,78,,,215,25
Ward 21 Precinct 26,Total,820,245,29.88,,,182,63,,,204,30
Ward 21 Precinct 27,Total,718,246,34.26,,,175,71,,,214,27
Ward 21 Precinct 28,Total,903,311,34.44,,,223,87,,,271,36
Ward 21 Precinct 29,Total,765,304,39.74,,,216,87,,,265,33
Ward 21 Precinct 30,Total,672,191,28.42,,,136,52,,,163,20
Ward 21 Precinct 31,Total,455,211,46.37,,,144,65,,,179,28
Ward 21 Precinct 32,Total,701,253,36.09,,,169,83,,,216,24
Ward 21 Precinct 33,Total,687,188,27.37,,,128,59,,,168,17
Ward 21 Precinct 35,Total,765,331,43.27,,,237,93,,,288,38
Ward 21 Precinct 36,Total,685,243,35.47,,,173,70,,,204,34
Ward 21 Precinct 38,Total,775,242,31.23,,,175,66,,,202,28
Ward 21 Precinct 39,Total,642,196,30.53,,,145,49,,,170,22
Ward 21 Precinct 40,Total,647,239,36.94,,,159,79,,,198,30
Ward 21 Precinct 42,Total,761,296,38.90,,,204,91,,,253,34
Ward 21 Precinct 43,Total,746,263,35.25,,,173,89,,,224,28
Ward 21 Precinct 45,Total,698,237,33.95,,,176,60,,,219,9
Ward 21 Precinct 46,Total,731,280,38.30,,,185,94,,,245,24
Ward 21 Precinct 47,Total,710,229,32.25,,,163,66,,,199,22
Ward 21 Precinct 48,Total,719,248,34.49,,,165,82,,,205,33
Ward 21 Precinct 49,Total,731,297,40.63,,,204,90,,,248,31
Ward 21 Precinct 50,Total,618,195,31.55,,,134,61,,,160,29
Ward 21 Precinct 51,Total,680,250,36.76,,,155,90,,,218,25
Ward 21 Precinct 52,Total,711,247,34.74,,,161,85,,,217,24
Ward 21 Precinct 53,Total,567,225,39.68,,,139,84,,,186,32
Ward 21 Precinct 54,Total,643,253,39.35,,,175,75,,,201,41
,,,,,,,,,,,,
Ward 21,Total,32253,11539,35.78,,,7975,3503,,,9868,1314
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 22 Precinct 01,Total,413,125,30.27,,,85,40,,,109,13
Ward 22 Precinct 02,Total,829,218,26.30,,,174,44,,,117,92
Ward 22 Precinct 03,Total,1172,189,16.13,,,146,42,,,108,71
Ward 22 Precinct 04,Total,756,109,14.42,,,79,29,,,68,34
Ward 22 Precinct 05,Total,869,140,16.11,,,112,28,,,77,51
Ward 22 Precinct 06,Total,823,131,15.92,,,102,29,,,66,58
Ward 22 Precinct 09,Total,763,113,14.81,,,80,33,,,55,52
Ward 22 Precinct 10,Total,1045,179,17.13,,,128,49,,,92,74
Ward 22 Precinct 14,Total,803,95,11.83,,,59,36,,,51,39
Ward 22 Precinct 15,Total,709,94,13.26,,,75,19,,,56,37
Ward 22 Precinct 16,Total,667,97,14.54,,,69,27,,,47,46
Ward 22 Precinct 17,Total,961,170,17.69,,,119,50,,,77,82
Ward 22 Precinct 20,Total,820,117,14.27,,,87,28,,,63,47
Ward 22 Precinct 21,Total,852,226,26.53,,,161,65,,,182,31
Ward 22 Precinct 22,Total,904,111,12.28,,,69,42,,,50,55
Ward 22 Precinct 23,Total,874,291,33.30,,,215,76,,,247,29
Ward 22 Precinct 25,Total,858,134,15.62,,,110,24,,,66,66
,,,,,,,,,,,,
Ward 22,Total,14118,2539,17.98,,,1870,661,,,1531,877
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 23 Precinct 01,Total,581,224,38.55,,,197,26,,,123,87
Ward 23 Precinct 02,Total,684,245,35.82,,,215,28,,,152,79
Ward 23 Precinct 03,Total,579,217,37.48,,,181,33,,,115,86
Ward 23 Precinct 04,Total,669,243,36.32,,,221,21,,,139,88
Ward 23 Precinct 05,Total,727,152,20.91,,,124,28,,,83,61
Ward 23 Precinct 06,Total,763,187,24.51,,,146,41,,,126,55
Ward 23 Precinct 07,Total,641,140,21.84,,,113,26,,,97,40
Ward 23 Precinct 08,Total,833,205,24.61,,,166,38,,,108,86
Ward 23 Precinct 09,Total,647,120,18.55,,,92,28,,,65,50
