WARNING *** file size (719348) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13
"City of Chicago, Illinois",,,,,,,,,District Canvass,,,
RunOff & Suppl Aldermanic,,,,,,,,,"April 2, 2019",,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,"1     Mayor
2     Treasurer",,,,,,,,,,
,,,,,,,1,1,,,2,2
ward_precinct,,Registered,Ballots Cast,Turnout (%),,,LORI LIGHTFOOT,TONI PRECKWINKLE,,,MELISSA CONYEARS-ERVIN,AMEYA PAWAR
Ward 23 Precinct 10,Total,793,161,20.30,,,124,37,,,90,65
Ward 23 Precinct 13,Total,690,113,16.38,,,87,26,,,54,55
Ward 23 Precinct 17,Total,652,93,14.26,,,68,24,,,47,40
Ward 23 Precinct 18,Total,594,203,34.18,,,183,20,,,120,65
Ward 23 Precinct 19,Total,670,119,17.76,,,91,27,,,76,41
Ward 23 Precinct 20,Total,592,63,10.64,,,51,12,,,44,17
Ward 23 Precinct 21,Total,602,262,43.52,,,230,30,,,169,79
Ward 23 Precinct 22,Total,680,218,32.06,,,185,33,,,129,82
Ward 23 Precinct 24,Total,642,114,17.76,,,80,33,,,58,52
Ward 23 Precinct 26,Total,701,160,22.82,,,135,25,,,91,58
Ward 23 Precinct 28,Total,670,212,31.64,,,186,23,,,109,94
Ward 23 Precinct 29,Total,535,194,36.26,,,171,22,,,121,65
Ward 23 Precinct 30,Total,841,171,20.33,,,139,32,,,77,85
Ward 23 Precinct 32,Total,713,120,16.83,,,92,28,,,72,45
Ward 23 Precinct 33,Total,783,128,16.35,,,98,29,,,74,47
Ward 23 Precinct 35,Total,537,162,30.17,,,136,25,,,92,64
Ward 23 Precinct 36,Total,619,238,38.45,,,205,31,,,154,75
Ward 23 Precinct 37,Total,627,231,36.84,,,208,22,,,136,88
Ward 23 Precinct 39,Total,726,161,22.18,,,125,35,,,92,66
,,,,,,,,,,,,
Ward 23,Total,18791,4856,25.84,,,4049,783,,,2813,1815
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 24 Precinct 02,Total,758,177,23.35,,,120,57,,,157,14
Ward 24 Precinct 03,Total,827,178,21.52,,,129,49,,,151,22
Ward 24 Precinct 07,Total,486,104,21.40,,,67,37,,,46,55
Ward 24 Precinct 08,Total,414,90,21.74,,,62,27,,,76,10
Ward 24 Precinct 09,Total,762,146,19.16,,,109,36,,,105,29
Ward 24 Precinct 12,Total,489,121,24.74,,,75,45,,,103,14
Ward 24 Precinct 13,Total,473,94,19.87,,,57,37,,,87,5
Ward 24 Precinct 14,Total,711,144,20.25,,,97,46,,,120,17
Ward 24 Precinct 15,Total,459,96,20.92,,,63,33,,,80,12
Ward 24 Precinct 16,Total,1193,162,13.58,,,107,54,,,96,55
Ward 24 Precinct 17,Total,637,162,25.43,,,114,47,,,144,11
Ward 24 Precinct 21,Total,397,77,19.40,,,66,11,,,63,11
Ward 24 Precinct 23,Total,719,155,21.56,,,102,50,,,101,41
Ward 24 Precinct 24,Total,929,196,21.10,,,150,45,,,164,27
Ward 24 Precinct 26,Total,926,290,31.32,,,177,111,,,256,21
Ward 24 Precinct 27,Total,1124,203,18.06,,,138,65,,,179,19
Ward 24 Precinct 28,Total,503,156,31.01,,,103,53,,,133,20
Ward 24 Precinct 30,Total,414,102,24.64,,,75,27,,,90,10
Ward 24 Precinct 31,Total,845,207,24.50,,,152,55,,,172,28
Ward 24 Precinct 32,Total,390,98,25.13,,,66,32,,,87,9
Ward 24 Precinct 34,Total,707,165,23.34,,,131,34,,,142,15
Ward 24 Precinct 36,Total,847,210,24.79,,,146,64,,,176,25
Ward 24 Precinct 37,Total,440,111,25.23,,,80,30,,,94,12
Ward 24 Precinct 39,Total,757,208,27.48,,,153,54,,,155,43
Ward 24 Precinct 41,Total,490,156,31.84,,,115,41,,,135,16
,,,,,,,,,,,,
Ward 24,Total,16697,3808,22.81,,,2654,1140,,,3112,541
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 25 Precinct 01,Total,736,285,38.72,,,185,94,,,105,157
Ward 25 Precinct 03,Total,1156,280,24.22,,,245,34,,,113,146
Ward 25 Precinct 04,Total,812,232,28.57,,,171,60,,,145,73
Ward 25 Precinct 05,Total,912,360,39.47,,,271,85,,,143,199
Ward 25 Precinct 09,Total,942,288,30.57,,,185,100,,,87,172
Ward 25 Precinct 10,Total,1130,332,29.38,,,286,45,,,122,183
Ward 25 Precinct 11,Total,1005,306,30.45,,,204,96,,,119,166
Ward 25 Precinct 12,Total,788,305,38.71,,,202,100,,,116,164
Ward 25 Precinct 13,Total,988,338,34.21,,,215,119,,,139,166
Ward 25 Precinct 14,Total,857,197,22.99,,,107,71,,,60,95
Ward 25 Precinct 15,Total,839,258,30.75,,,181,76,,,105,125
Ward 25 Precinct 16,Total,1162,298,25.65,,,261,37,,,113,150
Ward 25 Precinct 17,Total,884,357,40.38,,,249,103,,,161,160
Ward 25 Precinct 18,Total,924,346,37.45,,,178,58,,,110,88
Ward 25 Precinct 19,Total,994,344,34.61,,,225,113,,,122,186
Ward 25 Precinct 20,Total,760,201,26.45,,,144,56,,,142,41
Ward 25 Precinct 22,Total,877,289,32.95,,,190,98,,,124,143
Ward 25 Precinct 24,Total,938,329,35.07,,,221,105,,,151,154
Ward 25 Precinct 25,Total,839,286,34.09,,,214,66,,,119,145
Ward 25 Precinct 26,Total,842,330,39.19,,,225,102,,,123,180
Ward 25 Precinct 27,Total,1127,215,19.08,,,166,48,,,69,135
Ward 25 Precinct 28,Total,830,320,38.55,,,216,100,,,119,164
Ward 25 Precinct 29,Total,723,268,37.07,,,189,78,,,184,66
Ward 25 Precinct 31,Total,1455,333,22.89,,,292,41,,,125,173
Ward 25 Precinct 32,Total,833,253,30.37,,,179,67,,,119,116
,,,,,,,,,,,,
Ward 25,Total,23353,7350,31.47,,,5201,1952,,,3035,3547
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 26 Precinct 01,Total,689,198,28.74,,,122,75,,,72,112
Ward 26 Precinct 02,Total,646,188,29.10,,,104,83,,,97,82
Ward 26 Precinct 03,Total,725,203,28.00,,,124,79,,,71,122
Ward 26 Precinct 05,Total,627,191,30.46,,,110,80,,,88,92
Ward 26 Precinct 06,Total,752,157,20.88,,,113,44,,,75,77
Ward 26 Precinct 08,Total,464,78,16.81,,,56,22,,,25,52
Ward 26 Precinct 09,Total,663,143,21.57,,,99,44,,,89,48
Ward 26 Precinct 10,Total,619,169,27.30,,,103,66,,,76,83
Ward 26 Precinct 11,Total,662,182,27.49,,,118,64,,,94,80
Ward 26 Precinct 13,Total,499,92,18.44,,,69,19,,,54,34
Ward 26 Precinct 14,Total,585,120,20.51,,,71,49,,,58,55
Ward 26 Precinct 16,Total,518,80,15.44,,,60,19,,,55,22
Ward 26 Precinct 17,Total,484,172,35.54,,,136,36,,,83,81
Ward 26 Precinct 18,Total,600,96,16.00,,,66,30,,,58,35
Ward 26 Precinct 20,Total,592,162,27.36,,,116,46,,,61,83
Ward 26 Precinct 22,Total,549,67,12.20,,,50,17,,,36,27
Ward 26 Precinct 24,Total,669,148,22.12,,,103,44,,,75,58
Ward 26 Precinct 25,Total,592,164,27.70,,,103,61,,,67,81
Ward 26 Precinct 26,Total,538,115,21.38,,,61,53,,,43,64
Ward 26 Precinct 30,Total,492,149,30.28,,,106,43,,,70,71
Ward 26 Precinct 31,Total,392,83,21.17,,,50,32,,,49,29
Ward 26 Precinct 32,Total,694,231,33.29,,,191,40,,,95,118
Ward 26 Precinct 33,Total,725,198,27.31,,,132,66,,,79,102
Ward 26 Precinct 34,Total,719,228,31.71,,,124,104,,,82,131
Ward 26 Precinct 35,Total,664,183,27.56,,,106,77,,,87,79
Ward 26 Precinct 37,Total,710,175,24.65,,,108,67,,,65,104
Ward 26 Precinct 38,Total,400,89,22.25,,,65,24,,,56,29
Ward 26 Precinct 39,Total,685,184,26.86,,,120,64,,,62,109
Ward 26 Precinct 40,Total,487,110,22.59,,,71,39,,,53,52
Ward 26 Precinct 42,Total,549,134,24.41,,,81,53,,,66,65
Ward 26 Precinct 43,Total,499,106,21.24,,,71,35,,,52,45
Ward 26 Precinct 44,Total,491,96,19.55,,,70,26,,,63,25
Ward 26 Precinct 45,Total,467,76,16.27,,,58,18,,,53,20
Ward 26 Precinct 46,Total,437,117,26.77,,,79,38,,,54,56
Ward 26 Precinct 47,Total,552,93,16.85,,,68,25,,,52,32
Ward 26 Precinct 48,Total,606,142,23.43,,,91,51,,,57,80
Ward 26 Precinct 49,Total,501,92,18.36,,,57,35,,,47,35
,,,,,,,,,,,,
Ward 26,Total,21543,5211,24.19,,,3432,1768,,,2419,2470
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 27 Precinct 03,Total,578,137,23.70,,,85,49,,,109,23
Ward 27 Precinct 04,Total,466,129,27.68,,,86,42,,,83,42
Ward 27 Precinct 05,Total,865,188,21.73,,,120,67,,,156,28
Ward 27 Precinct 07,Total,957,294,30.72,,,211,83,,,99,177
Ward 27 Precinct 08,Total,824,170,20.63,,,110,60,,,133,26
Ward 27 Precinct 09,Total,376,103,27.39,,,82,21,,,51,45
Ward 27 Precinct 10,Total,883,313,35.45,,,186,126,,,244,47
Ward 27 Precinct 11,Total,958,247,25.78,,,194,53,,,106,115
Ward 27 Precinct 13,Total,987,347,35.16,,,213,133,,,270,65
Ward 27 Precinct 14,Total,503,93,18.49,,,64,29,,,85,8
Ward 27 Precinct 15,Total,582,119,20.45,,,76,43,,,97,18
Ward 27 Precinct 18,Total,597,177,29.65,,,107,70,,,133,36
Ward 27 Precinct 19,Total,617,110,17.83,,,72,38,,,86,21
Ward 27 Precinct 20,Total,673,152,22.59,,,104,47,,,118,26
Ward 27 Precinct 21,Total,691,231,33.43,,,204,26,,,111,99
Ward 27 Precinct 22,Total,559,118,21.11,,,89,29,,,102,12
Ward 27 Precinct 23,Total,626,198,31.63,,,136,61,,,163,27
Ward 27 Precinct 24,Total,800,132,16.50,,,90,42,,,99,25
Ward 27 Precinct 25,Total,695,209,30.07,,,142,66,,,132,68
Ward 27 Precinct 26,Total,600,200,33.33,,,131,69,,,151,42
Ward 27 Precinct 29,Total,704,134,19.03,,,112,22,,,117,16
Ward 27 Precinct 30,Total,415,124,29.88,,,78,46,,,103,17
Ward 27 Precinct 31,Total,712,185,25.98,,,126,59,,,138,36
Ward 27 Precinct 33,Total,820,226,27.56,,,184,41,,,126,89
Ward 27 Precinct 35,Total,828,231,27.90,,,185,45,,,85,132
Ward 27 Precinct 36,Total,608,176,28.95,,,110,66,,,126,47
Ward 27 Precinct 37,Total,844,292,34.60,,,200,91,,,189,77
Ward 27 Precinct 40,Total,1019,292,28.66,,,204,88,,,159,112
Ward 27 Precinct 41,Total,719,244,33.94,,,149,93,,,194,38
Ward 27 Precinct 42,Total,463,160,34.56,,,113,46,,,104,43
Ward 27 Precinct 44,Total,704,152,21.59,,,110,42,,,129,15
Ward 27 Precinct 45,Total,1538,313,20.35,,,258,55,,,119,168
Ward 27 Precinct 46,Total,560,164,29.29,,,137,26,,,61,90
Ward 27 Precinct 49,Total,668,148,22.16,,,92,56,,,121,24
Ward 27 Precinct 50,Total,783,233,29.76,,,167,66,,,188,34
,,,,,,,,,,,,
Ward 27,Total,25222,6741,26.73,,,4727,1996,,,4487,1888
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 28 Precinct 01,Total,625,122,19.52,,,81,41,,,110,7
Ward 28 Precinct 02,Total,769,190,24.71,,,135,55,,,152,36
Ward 28 Precinct 03,Total,612,141,23.04,,,96,45,,,121,17
Ward 28 Precinct 05,Total,388,131,33.76,,,97,33,,,96,31
Ward 28 Precinct 06,Total,300,141,47.00,,,107,34,,,78,53
Ward 28 Precinct 07,Total,774,169,21.83,,,118,51,,,154,13
Ward 28 Precinct 08,Total,700,179,25.57,,,154,25,,,78,89
Ward 28 Precinct 09,Total,757,188,24.83,,,138,49,,,167,17
Ward 28 Precinct 10,Total,870,235,27.01,,,176,59,,,109,114
Ward 28 Precinct 11,Total,1385,344,24.84,,,245,99,,,200,138
Ward 28 Precinct 12,Total,781,166,21.25,,,113,52,,,146,20
Ward 28 Precinct 13,Total,794,255,32.12,,,175,78,,,221,21
Ward 28 Precinct 14,Total,680,174,25.59,,,121,52,,,148,18
Ward 28 Precinct 15,Total,132,52,39.39,,,35,16,,,47,3
Ward 28 Precinct 16,Total,502,119,23.71,,,81,36,,,102,11
Ward 28 Precinct 19,Total,557,155,27.83,,,123,31,,,76,73
Ward 28 Precinct 20,Total,635,181,28.50,,,126,53,,,135,38
Ward 28 Precinct 21,Total,625,157,25.12,,,115,40,,,142,14
Ward 28 Precinct 22,Total,586,156,26.62,,,109,47,,,114,41
Ward 28 Precinct 23,Total,971,201,20.70,,,125,74,,,175,20
Ward 28 Precinct 24,Total,689,163,23.66,,,117,46,,,139,19
Ward 28 Precinct 25,Total,929,277,29.82,,,183,93,,,238,30
Ward 28 Precinct 26,Total,851,188,22.09,,,129,58,,,167,14
Ward 28 Precinct 27,Total,580,219,37.76,,,155,63,,,96,105
Ward 28 Precinct 28,Total,695,248,35.68,,,178,69,,,107,133
Ward 28 Precinct 29,Total,1318,67,5.08,,,49,18,,,55,12
Ward 28 Precinct 30,Total,102,30,29.41,,,19,11,,,27,3
Ward 28 Precinct 31,Total,972,321,33.02,,,238,83,,,271,41
Ward 28 Precinct 32,Total,752,170,22.61,,,133,37,,,133,33
Ward 28 Precinct 33,Total,830,197,23.73,,,127,70,,,175,20
Ward 28 Precinct 34,Total,1582,293,18.52,,,201,92,,,238,46
Ward 28 Precinct 39,Total,565,128,22.65,,,94,33,,,113,14
Ward 28 Precinct 42,Total,758,174,22.96,,,135,39,,,157,13
Ward 28 Precinct 43,Total,955,222,23.25,,,169,52,,,192,25
Ward 28 Precinct 44,Total,594,136,22.90,,,102,34,,,123,12
Ward 28 Precinct 46,Total,1122,347,30.93,,,255,90,,,158,179
,,,,,,,,,,,,
Ward 28,Total,26737,6636,24.82,,,4754,1858,,,4960,1473
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 29 Precinct 01,Total,829,340,41.01,,,253,84,,,204,121
Ward 29 Precinct 02,Total,1140,318,27.89,,,212,104,,,266,41
Ward 29 Precinct 05,Total,776,176,22.68,,,136,40,,,153,15
Ward 29 Precinct 06,Total,781,192,24.58,,,142,50,,,163,24
Ward 29 Precinct 07,Total,709,270,38.08,,,178,90,,,210,55
Ward 29 Precinct 08,Total,911,164,18.00,,,129,33,,,129,30
Ward 29 Precinct 09,Total,750,322,42.93,,,249,73,,,199,115
Ward 29 Precinct 13,Total,870,284,32.64,,,206,78,,,231,46
Ward 29 Precinct 14,Total,721,237,32.87,,,162,73,,,209,27
Ward 29 Precinct 15,Total,838,289,34.49,,,211,76,,,241,38
Ward 29 Precinct 16,Total,811,191,23.55,,,144,47,,,173,15
Ward 29 Precinct 17,Total,756,212,28.04,,,158,54,,,179,26
Ward 29 Precinct 18,Total,844,225,26.66,,,157,68,,,195,22
Ward 29 Precinct 19,Total,789,261,33.08,,,199,62,,,213,38
Ward 29 Precinct 20,Total,999,261,26.13,,,170,90,,,205,39
Ward 29 Precinct 24,Total,707,221,31.26,,,171,50,,,182,31
Ward 29 Precinct 25,Total,864,311,36.00,,,235,74,,,258,39
Ward 29 Precinct 26,Total,737,280,37.99,,,188,91,,,212,62
Ward 29 Precinct 28,Total,989,282,28.51,,,203,78,,,251,26
Ward 29 Precinct 29,Total,913,247,27.05,,,198,47,,,158,76
Ward 29 Precinct 30,Total,890,368,41.35,,,264,104,,,264,96
Ward 29 Precinct 33,Total,514,204,39.69,,,140,62,,,160,31
Ward 29 Precinct 34,Total,528,179,33.90,,,123,55,,,115,51
Ward 29 Precinct 35,Total,671,179,26.68,,,130,49,,,149,25
Ward 29 Precinct 38,Total,915,206,22.51,,,157,48,,,111,85
Ward 29 Precinct 39,Total,943,238,25.24,,,179,55,,,161,66
Ward 29 Precinct 41,Total,696,190,27.30,,,143,46,,,173,13
Ward 29 Precinct 42,Total,908,254,27.97,,,183,70,,,220,23
Ward 29 Precinct 43,Total,792,327,41.29,,,250,76,,,232,84
,,,,,,,,,,,,
Ward 29,Total,23591,7228,30.64,,,5270,1927,,,5616,1360
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 30 Precinct 01,Total,904,263,29.09,,,199,61,,,135,112
Ward 30 Precinct 02,Total,922,290,31.45,,,222,66,,,173,105
Ward 30 Precinct 03,Total,592,234,39.53,,,164,68,,,81,147
Ward 30 Precinct 04,Total,851,258,30.32,,,192,62,,,144,97
Ward 30 Precinct 05,Total,768,170,22.14,,,140,28,,,116,41
Ward 30 Precinct 06,Total,763,247,32.37,,,180,61,,,157,77
Ward 30 Precinct 09,Total,795,233,29.31,,,170,59,,,138,78
Ward 30 Precinct 10,Total,989,304,30.74,,,243,58,,,177,100
Ward 30 Precinct 11,Total,926,214,23.11,,,162,49,,,121,80
Ward 30 Precinct 12,Total,872,220,25.23,,,166,53,,,129,79
Ward 30 Precinct 14,Total,684,167,24.42,,,118,48,,,99,59
Ward 30 Precinct 15,Total,614,314,51.14,,,231,80,,,113,182
Ward 30 Precinct 16,Total,509,154,30.26,,,116,33,,,79,60
Ward 30 Precinct 18,Total,1046,277,26.48,,,179,95,,,121,139
Ward 30 Precinct 19,Total,1038,220,21.19,,,166,51,,,124,81
Ward 30 Precinct 20,Total,876,274,31.28,,,216,58,,,134,124
Ward 30 Precinct 21,Total,665,229,34.44,,,163,63,,,133,85
Ward 30 Precinct 22,Total,1103,311,28.20,,,202,101,,,135,153
Ward 30 Precinct 24,Total,1110,321,28.92,,,210,104,,,123,172
Ward 30 Precinct 26,Total,596,193,32.38,,,153,36,,,102,73
Ward 30 Precinct 27,Total,587,202,34.41,,,141,54,,,97,80
Ward 30 Precinct 28,Total,805,276,34.29,,,194,77,,,111,157
Ward 30 Precinct 29,Total,635,136,21.42,,,114,20,,,76,50
Ward 30 Precinct 31,Total,527,217,41.18,,,170,47,,,119,85
Ward 30 Precinct 32,Total,576,217,37.67,,,164,51,,,81,123
,,,,,,,,,,,,
Ward 30,Total,19753,5941,30.08,,,4375,1483,,,3018,2539
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 31 Precinct 01,Total,662,135,20.39,,,106,24,,,77,46
Ward 31 Precinct 03,Total,575,170,29.57,,,132,35,,,87,70
Ward 31 Precinct 04,Total,638,247,38.71,,,157,89,,,94,139
Ward 31 Precinct 05,Total,602,207,34.39,,,156,50,,,117,79
Ward 31 Precinct 06,Total,482,133,27.59,,,85,43,,,76,36
Ward 31 Precinct 09,Total,676,117,17.31,,,84,33,,,62,51
Ward 31 Precinct 10,Total,593,137,23.10,,,106,29,,,74,61
Ward 31 Precinct 14,Total,596,154,25.84,,,110,44,,,93,53
Ward 31 Precinct 16,Total,664,214,32.23,,,133,80,,,71,131
Ward 31 Precinct 17,Total,616,168,27.27,,,130,38,,,90,69
Ward 31 Precinct 18,Total,598,144,24.08,,,124,20,,,83,48
Ward 31 Precinct 19,Total,568,164,28.87,,,122,42,,,101,54
Ward 31 Precinct 20,Total,577,123,21.32,,,98,24,,,68,46
Ward 31 Precinct 21,Total,558,159,28.49,,,119,40,,,94,59
Ward 31 Precinct 22,Total,605,122,20.17,,,78,43,,,69,42
Ward 31 Precinct 23,Total,637,155,24.33,,,118,36,,,70,77
Ward 31 Precinct 24,Total,614,206,33.55,,,141,59,,,115,73
Ward 31 Precinct 25,Total,604,128,21.19,,,99,25,,,67,50
Ward 31 Precinct 26,Total,602,194,32.23,,,145,49,,,102,79
Ward 31 Precinct 27,Total,779,206,26.44,,,138,65,,,105,81
Ward 31 Precinct 28,Total,573,120,20.94,,,94,25,,,71,45
Ward 31 Precinct 30,Total,563,122,21.67,,,82,40,,,59,57
Ward 31 Precinct 31,Total,546,146,26.74,,,98,44,,,81,52
Ward 31 Precinct 32,Total,587,115,19.59,,,94,17,,,68,41
Ward 31 Precinct 33,Total,579,140,24.18,,,107,29,,,74,52
Ward 31 Precinct 34,Total,650,151,23.23,,,112,37,,,66,73
Ward 31 Precinct 35,Total,678,186,27.43,,,140,40,,,111,65
Ward 31 Precinct 36,Total,608,214,35.20,,,164,48,,,107,92
Ward 31 Precinct 37,Total,590,150,25.42,,,95,54,,,82,59
Ward 31 Precinct 38,Total,581,129,22.20,,,93,31,,,71,43
Ward 31 Precinct 39,Total,650,162,24.92,,,100,62,,,73,79
Ward 31 Precinct 40,Total,688,177,25.73,,,121,56,,,92,77
,,,,,,,,,,,,
Ward 31,Total,19539,5095,26.08,,,3681,1351,,,2670,2079
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 32 Precinct 01,Total,1044,300,28.74,,,226,72,,,121,155
Ward 32 Precinct 03,Total,855,333,38.95,,,232,101,,,99,217
Ward 32 Precinct 05,Total,838,281,33.53,,,228,52,,,106,155
Ward 32 Precinct 06,Total,984,280,28.46,,,238,42,,,88,161
Ward 32 Precinct 07,Total,944,258,27.33,,,218,40,,,63,184
Ward 32 Precinct 08,Total,1035,272,26.28,,,236,36,,,95,156
Ward 32 Precinct 09,Total,829,249,30.04,,,209,40,,,95,136
Ward 32 Precinct 11,Total,758,292,38.52,,,183,108,,,78,190
Ward 32 Precinct 14,Total,811,298,36.74,,,191,107,,,85,196
Ward 32 Precinct 17,Total,826,310,37.53,,,212,98,,,109,179
Ward 32 Precinct 18,Total,804,256,31.84,,,235,21,,,78,156
Ward 32 Precinct 19,Total,826,252,30.51,,,209,43,,,71,167
Ward 32 Precinct 20,Total,810,273,33.70,,,176,97,,,77,179
Ward 32 Precinct 21,Total,861,359,41.70,,,291,68,,,85,253
Ward 32 Precinct 22,Total,1053,375,35.61,,,255,120,,,116,235
Ward 32 Precinct 23,Total,886,285,32.17,,,233,52,,,93,165
Ward 32 Precinct 24,Total,779,187,24.01,,,161,26,,,67,107
Ward 32 Precinct 25,Total,842,277,32.90,,,231,45,,,72,185
Ward 32 Precinct 27,Total,864,265,30.67,,,215,49,,,83,171
Ward 32 Precinct 28,Total,857,272,31.74,,,169,102,,,62,200
Ward 32 Precinct 29,Total,880,312,35.45,,,254,58,,,98,189
Ward 32 Precinct 31,Total,895,284,31.73,,,242,39,,,111,151
Ward 32 Precinct 32,Total,933,309,33.12,,,266,43,,,107,178
Ward 32 Precinct 33,Total,886,286,32.28,,,243,41,,,107,162
Ward 32 Precinct 34,Total,952,284,29.83,,,229,55,,,102,156
Ward 32 Precinct 35,Total,912,242,26.54,,,199,43,,,88,136
Ward 32 Precinct 36,Total,918,296,32.24,,,258,38,,,108,160
Ward 32 Precinct 37,Total,931,226,24.27,,,185,41,,,78,131
Ward 32 Precinct 41,Total,889,318,35.77,,,261,56,,,122,172
Ward 32 Precinct 42,Total,817,215,26.32,,,181,33,,,54,149
,,,,,,,,,,,,
Ward 32,Total,26519,8446,31.85,,,6666,1766,,,2718,5131
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 33 Precinct 01,Total,952,350,36.76,,,222,122,,,109,217
Ward 33 Precinct 02,Total,1290,486,37.67,,,294,179,,,148,269
Ward 33 Precinct 03,Total,1156,475,41.09,,,348,122,,,150,299
Ward 33 Precinct 04,Total,1194,468,39.20,,,316,150,,,182,257
Ward 33 Precinct 05,Total,927,311,33.55,,,247,64,,,119,171
Ward 33 Precinct 06,Total,843,323,38.32,,,243,76,,,146,160
Ward 33 Precinct 08,Total,1015,600,59.11,,,458,135,,,149,423
Ward 33 Precinct 10,Total,846,427,50.47,,,322,101,,,157,250
Ward 33 Precinct 11,Total,986,442,44.83,,,322,117,,,176,242
Ward 33 Precinct 17,Total,1051,407,38.73,,,297,106,,,182,198
Ward 33 Precinct 18,Total,1266,418,33.02,,,268,146,,,148,246
Ward 33 Precinct 19,Total,1084,390,35.98,,,288,99,,,165,209
Ward 33 Precinct 20,Total,1046,432,41.30,,,280,143,,,144,269
Ward 33 Precinct 21,Total,988,381,38.56,,,251,129,,,110,251
Ward 33 Precinct 22,Total,827,385,46.55,,,273,105,,,154,208
Ward 33 Precinct 23,Total,876,421,48.06,,,307,112,,,122,281
Ward 33 Precinct 25,Total,1102,466,42.29,,,361,101,,,165,280
Ward 33 Precinct 26,Total,745,263,35.30,,,148,114,,,77,159
Ward 33 Precinct 27,Total,1101,384,34.88,,,267,113,,,137,224
,,,,,,,,,,,,
Ward 33,Total,19295,7829,40.58,,,5512,2234,,,2740,4613
,,,,,,,,,,,,
,,,,,,,,,,,,
Ward 34 Precinct 01,Total,719,272,37.83,,,188,82,,,236,31
Ward 34 Precinct 02,Total,598,235,39.30,,,147,88,,,189,36
Ward 34 Precinct 04,Total,682,152,22.29,,,106,45,,,126,22
Ward 34 Precinct 06,Total,792,288,36.36,,,190,96,,,249,29
Ward 34 Precinct 07,Total,761,308,40.47,,,212,95,,,260,34
Ward 34 Precinct 08,Total,668,192,28.74,,,128,64,,,160,22
Ward 34 Precinct 09,Total,684,168,24.56,,,118,49,,,148,15
Ward 34 Precinct 10,Total,698,233,33.38,,,165,67,,,207,26
Ward 34 Precinct 11,Total,736,174,23.64,,,116,58,,,146,23
Ward 34 Precinct 12,Total,748,274,36.63,,,183,90,,,236,28
Ward 34 Precinct 13,Total,721,238,33.01,,,166,72,,,197,35
Ward 34 Precinct 14,Total,717,184,25.66,,,138,45,,,143,31
Ward 34 Precinct 15,Total,834,183,21.94,,,127,53,,,159,20
Ward 34 Precinct 19,Total,861,262,30.43,,,171,89,,,232,21
Ward 34 Precinct 20,Total,757,317,41.88,,,205,110,,,280,28
Ward 34 Precinct 21,Total,728,324,44.51,,,218,105,,,281,29
Ward 34 Precinct 23,Total,629,182,28.93,,,119,62,,,161,18
Ward 34 Precinct 24,Total,714,199,27.87,,,133,66,,,164,30
Ward 34 Precinct 25,Total,1050,356,33.90,,,227,128,,,306,36
Ward 34 Precinct 28,Total,617,140,22.69,,,102,38,,,112,18
Ward 34 Precinct 29,Total,652,189,28.99,,,138,51,,,158,27
Ward 34 Precinct 32,Total,758,212,27.97,,,155,57,,,178,28
Ward 34 Precinct 34,Total,743,280,37.69,,,179,100,,,247,22
Ward 34 Precinct 35,Total,854,262,30.68,,,189,72,,,227,27
Ward 34 Precinct 36,Total,624,257,41.19,,,167,90,,,220,27
Ward 34 Precinct 37,Total,636,144,22.64,,,103,41,,,122,12
Ward 34 Precinct 38,Total,605,99,16.36,,,75,24,,,92,4
Ward 34 Precinct 40,Total,813,244,30.01,,,186,58,,,213,26
Ward 34 Precinct 41,Total,573,146,25.48,,,104,41,,,127,15
Ward 34 Precinct 42,Total,686,247,36.01,,,159,87,,,209,26
Ward 34 Precinct 43,Total,603,233,38.64,,,154,78,,,214,14
Ward 34 Precinct 44,Total,695,263,37.84,,,181,81,,,231,22
Ward 34 Precinct 45,Total,716,271,37.85,,,199,71,,,242,28
Ward 34 Precinct 46,Total,470,183,38.94,,,126,56,,,150,27
Ward 34 Precinct 47,Total,767,222,28.94,,,159,63,,,184,31
Ward 34 Precinct 48,Total,676,284,42.01,,,179,103,,,258,22
Ward 34 Precinct 49,Total,604,238,39.40,,,162,76,,,206,26
Ward 34 Precinct 50,Total,679,187,27.54,,,124,59,,,161,20
Ward 34 Precinct 52,Total,496,216,43.55,,,141,75,,,189,22
Ward 34 Precinct 53,Total,600,150,25.00,,,105,44,,,127,20
,,,,,,,,,,,,
Ward 34,Total,27964,9008,32.21,,,6144,2829,,,7747,978
,,,,,,,,,,,,
,,,,,,,,,,,,
